id,created_at,text
1030639361778274304,Sat Aug 18 02:15:46 +0000 2018,@WMsocute そうなの(⸝⸝›_‹⸝⸝)ありがとう！気をつけて帰ってきます🔥🔥
1030639265284206592,Sat Aug 18 02:15:23 +0000 2018,@Aquablue78K いってきまーす(⸝⸝›_‹⸝⸝)
1030634483970527232,Sat Aug 18 01:56:23 +0000 2018,これから実家に帰って法事じゃー！！！
1030278283206639616,Fri Aug 17 02:20:59 +0000 2018,撮影中です(  ..)💕ほぼすっぴん！！今日はこれから犯されてきます(((( ;゜д゜))) https://t.co/Pt6ERv8I44
1029745028015390721,Wed Aug 15 15:02:01 +0000 2018,おおお！お誕生日だったのですね！✨遅くなってしまいましたが…お誕生日おめでとうございます🎂✨ https://t.co/97unfS6EUb
1029722589285900288,Wed Aug 15 13:32:51 +0000 2018,パノガフォロワー1000人突破ありがとうございます㊗️🎉気づいたらとっくに1000人超えていましたね😳…凄い✨メンバー3人の宛名＆サイン入りチェキはパノガ公式アカウントを20日までにフォロー＆RTで抽選で3名様にプレゼントで… https://t.co/RhphkxNuuE
1029591177358536704,Wed Aug 15 04:50:40 +0000 2018,おそめのおはよう☀今日はお休みの日🏠昨日空いてる時間にティックトック？やってみたんだけどイマイチ分からないね(棒)💦⚠️⚠️⚠️音鳴りますからね⚠️⚠️⚠️ https://t.co/4xWd0KvGlE
1029211478203592705,Tue Aug 14 03:41:52 +0000 2018,撮影中🐰汗で髪の毛びちゃびちゃ(　´ ᵕ ` ) https://t.co/ON9svtCclJ
1028998794791145472,Mon Aug 13 13:36:45 +0000 2018,@wN6I4xOKlSqZSGY おおお！ありがとうございます✨おやすみなさい( ˙꒳˙ )ゞ
1028998702235451392,Mon Aug 13 13:36:23 +0000 2018,@01ryochan お疲れさまでした😋✌️おやすみなさい(*´꒳​｀*)
1028998615937638401,Mon Aug 13 13:36:02 +0000 2018,@mathStar6 おやすみなさい(⸝⸝›_‹⸝⸝)
1028998586770411520,Mon Aug 13 13:35:55 +0000 2018,@WMsocute 良かった✨ありがとう(⸝⸝›_‹⸝⸝)起きれるか心配…😵😭おやすみなさい(꜆꜄•௰•)꜆꜄꜆
1028998364271009792,Mon Aug 13 13:35:02 +0000 2018,@e_r_o_m_a_x 奇跡的に上手く切れた気がします✨おやすみなさい(　´ ᵕ ` )
1028998132627980288,Mon Aug 13 13:34:07 +0000 2018,@minoru826 ありがとう✨おやすみなさい(⸝⸝›_‹⸝⸝)
1028991443778457601,Mon Aug 13 13:07:32 +0000 2018,前髪自分で切ったら意外と上手くいった疑惑( ˙꒳˙ )ゞ✨明日は朝の6時に起きるから今日は早く寝るよ!!おやすみって言ってψ(⃔ ･-･×)⃕↝ https://t.co/JIGSXS3scR
1028684172192169984,Sun Aug 12 16:46:33 +0000 2018,@bk201_1219 いつもありがとう(⸝⸝›_‹⸝⸝)✨
1028573511072149504,Sun Aug 12 09:26:49 +0000 2018,フライドポテトと食べかけのフランクフルトどっちがいい〜？？(　´ ᵕ ` )✨人多すぎてやばたにえんえんだった(  ; ᴗ ;  ) https://t.co/evh3Jt3De6
