id,created_at,text
1066965197267582976,Mon Nov 26 08:01:40 +0000 2018,"I'm at バイカーズステーションSOX 門真店 - @bs_sox in 門真市, 大阪府 https://t.co/o5z9Jjtd4P"
1066594029759070208,Sun Nov 25 07:26:47 +0000 2018,"I'm at バイカーズステーション SOX 浜松南店 in Hamamatsu, 静岡県 https://t.co/SJGaHmiTxa"
1066559392286412800,Sun Nov 25 05:09:09 +0000 2018,"I'm at バイカーズステーションSOX 門真店 - @bs_sox in 門真市, 大阪府 https://t.co/n1W17JQjNp"
1066200886551216128,Sat Nov 24 05:24:35 +0000 2018,"I'm at バイカーズステーションSox熊本 in 熊本市, 熊本県 w/ @k_grs180 @nuix2_sa37j https://t.co/4iWPwsiYMO"
1066145641112526849,Sat Nov 24 01:45:03 +0000 2018,"I'm at バイカーズステーションSox熊本 in 熊本市, 熊本県 https://t.co/DThslm40Cn"
1065842465767346176,Fri Nov 23 05:40:20 +0000 2018,何だかんだ始めて来た (@ バイカーズステーションSOX 川越店) https://t.co/7wcI40q60f
1065828905267937280,Fri Nov 23 04:46:27 +0000 2018,"I'm at バイカーズステーションSox熊本 in 熊本市, 熊本県 https://t.co/MFMR97Gel8"
1064448922544934912,Mon Nov 19 09:22:54 +0000 2018,"I'm at バイカーズステーションSOX 高松店 in 高松市, 香川県 https://t.co/SmNHl8dreG"
